"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",12,11000,1.001,NA,80.7697768853213,59.2819628641411,29.7434775015088,1.02254210547701,30.7651743103169,7.66760671832113,21.4878140211803
