"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",10,1600,1.037,NA,70.9008080362157,55.1782017802263,22.9442918510273,1.05808536987123,24.1666026975881,6.88778381466666,15.7226062559894
