"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",8,7700,1.04,NA,129.288533770185,70.2666296201212,67.9878000739769,0.864930808558149,68.9966586794483,8.46669596223212,59.0219041500639
