"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",7,4100,1.001,NA,75.9623433874036,56.3767115667883,26.8320539761316,0.951777625146906,27.674060157249,6.77216735344679,19.5856318206153
