"","Expected","Residuals","Variable","Model"
"401",4.596760072984,0.00881003302541885,"log(italic(L)[infinity])","F"
"402",4.57715616326351,-0.0741294509441176,"log(italic(L)[infinity])","F"
"403",4.63622342391453,0.0853955747168061,"log(italic(L)[infinity])","F"
"404",4.57715616326351,0.0250095137042871,"log(italic(L)[infinity])","F"
"405",4.57715616326351,-0.0860509335633867,"log(italic(L)[infinity])","F"
"406",4.63622342391453,0.0115272096086774,"log(italic(L)[infinity])","F"
"407",4.38709021294831,-0.114460005053827,"log(italic(L)[infinity])","F"
"408",-1.53468207723202,-0.0024351736224531,"log(italic(K))","F"
"409",-1.5486434053634,-0.244116564198237,"log(italic(K))","F"
"410",-1.88961700404258,-0.273206146576307,"log(italic(K))","F"
"411",-1.5486434053634,0.399789900258545,"log(italic(K))","F"
"412",-1.53468207723202,0.015998528066385,"log(italic(K))","F"
"413",-1.81291972137097,0.461992504088375,"log(italic(K))","F"
"414",-1.5486434053634,-0.014388134256543,"log(italic(K))","F"
"415",-1.5486434053634,-0.15675489821661,"log(italic(K))","F"
"416",-1.79895839323959,0.412664032119703,"log(italic(K))","F"
"417",-2.79583306222872,0.373337672562117,"log(italic(K))","F"
"418",-3.15076798903928,0.560500823593453,"log(italic(K))","F"
"419",-3.15076798903928,0.114213720965033,"log(italic(K))","F"
"420",-3.0035008594789,0.372411699512822,"log(italic(K))","F"
"421",-3.1368066609079,-0.693636357527824,"log(italic(K))","F"
"422",-2.79583306222872,0.10758548842269,"log(italic(K))","F"
"423",-3.09782746093469,-0.121048363933514,"log(italic(K))","F"
"424",-3.06010937823629,-0.672930971663413,"log(italic(K))","F"
"425",-2.79583306222872,-0.44836057062377,"log(italic(K))","F"
"426",-2.12798912831045,-0.00908152620601963,"log(italic(K))","F"
"427",-2.12798912831045,0.140214775156441,"log(italic(K))","F"
"428",-2.37830411618664,-0.0296414924652274,"log(italic(K))","F"
"429",-2.65989248418876,0.49706933356987,"log(italic(K))","F"
"430",-2.65989248418876,-0.804244697247272,"log(italic(K))","F"
"431",-2.64593115605738,0.0689092173615708,"log(italic(K))","F"
"432",-2.65989248418876,-0.199562171072686,"log(italic(K))","F"
"433",-2.65989248418876,-0.0936782322152617,"log(italic(K))","F"
"434",-2.64593115605738,0.299394175534149,"log(italic(K))","F"
"435",-2.92050080954353,0.289411649577452,"log(italic(K))","F"
"436",-2.86756028143894,-0.256005363624934,"log(italic(K))","F"
"437",-2.56556588273298,-0.410363763524837,"log(italic(K))","F"
"438",-2.64593115605738,0.312886855578623,"log(italic(K))","F"
"439",-2.65989248418876,0.284736698359876,"log(italic(K))","F"
"440",-2.91020747206495,-0.213358172998926,"log(italic(K))","F"
"441",-2.65989248418876,-0.277570881241258,"log(italic(K))","F"
"442",-2.65989248418876,0.0959426270603042,"log(italic(K))","F"
"443",-2.91020747206495,0.0455034609173626,"log(italic(K))","F"
"444",-2.08839826608182,0.0481774375552663,"log(italic(K))","F"
"445",4.27517054185917,-0.199329451201629,"log(italic(L)[infinity])","G"
"446",4.22054848031738,0.0726469406498872,"log(italic(L)[infinity])","G"
"447",4.27559605178422,0.0405578387389585,"log(italic(L)[infinity])","G"
"448",4.21849126291116,-0.0870114940268027,"log(italic(L)[infinity])","G"
"449",4.27294101051636,-0.016902859296276,"log(italic(L)[infinity])","G"
"450",4.21895545555667,0.0209314119560906,"log(italic(L)[infinity])","G"
"451",4.218860507061,0.0452268297481981,"log(italic(L)[infinity])","G"
"452",4.21864951040395,-0.0585172076438448,"log(italic(L)[infinity])","G"
"453",4.27313794072961,-0.0849994992211476,"log(italic(L)[infinity])","G"
"454",4.69326329131925,-0.00283326138033302,"log(italic(L)[infinity])","G"
"455",4.68948293454714,0.0533600565660233,"log(italic(L)[infinity])","G"
"456",4.68956381659901,0.304942095567363,"log(italic(L)[infinity])","G"
"457",4.7277776543417,-0.125611977373913,"log(italic(L)[infinity])","G"
"458",4.74861329132785,0.201988872652924,"log(italic(L)[infinity])","G"
"459",4.68430648322757,0.0231494963012732,"log(italic(L)[infinity])","G"
"460",4.69181093099657,-0.0766904141553088,"log(italic(L)[infinity])","G"
"461",4.69266546745761,-0.115174850576263,"log(italic(L)[infinity])","G"
"462",4.6901792235154,0.00208566932362585,"log(italic(L)[infinity])","G"
"463",4.41970222613819,-0.0326880499532732,"log(italic(L)[infinity])","G"
"464",4.41822876614981,-0.113488225436002,"log(italic(L)[infinity])","G"
"465",4.4735154671613,0.0783594217685672,"log(italic(L)[infinity])","G"
"466",4.57393957596912,-0.0232255757770868,"log(italic(L)[infinity])","G"
"467",4.57395012580197,0.126530239990445,"log(italic(L)[infinity])","G"
"468",4.63129404421968,0.0863115710982015,"log(italic(L)[infinity])","G"
"469",4.57442486828033,-0.00903555230408243,"log(italic(L)[infinity])","G"
"470",4.57388331019391,-0.00185634279906911,"log(italic(L)[infinity])","G"
"471",4.62905747965497,-0.0524925506772145,"log(italic(L)[infinity])","G"
"472",4.61482252142347,-0.024055565746122,"log(italic(L)[infinity])","G"
"473",4.61107029753897,0.0975585968173522,"log(italic(L)[infinity])","G"
"474",4.61148525763116,0.0489304025829063,"log(italic(L)[infinity])","G"
"475",4.63068567052519,-0.0251155645157723,"log(italic(L)[infinity])","G"
"476",4.57634493785946,-0.0733182255400764,"log(italic(L)[infinity])","G"
"477",4.63106194789693,0.090557050734412,"log(italic(L)[infinity])","G"
"478",4.57522665557711,0.0269390213906816,"log(italic(L)[infinity])","G"
"479",4.57864128481033,-0.0875360551102157,"log(italic(L)[infinity])","G"
"480",4.63077710240991,0.0169735311132979,"log(italic(L)[infinity])","G"
"481",4.41801887653406,-0.145388668639582,"log(italic(L)[infinity])","G"
"482",-1.71993693959942,0.182819688744947,"log(italic(K))","G"
"483",-1.64158582963235,-0.151174139929293,"log(italic(K))","G"
"484",-1.73445192849888,-0.428371222120003,"log(italic(K))","G"
"485",-1.57141005685395,0.422556551749095,"log(italic(K))","G"
"486",-1.64388319610968,0.125199646944039,"log(italic(K))","G"
"487",-1.58724459019882,0.236317372916221,"log(italic(K))","G"
"488",-1.58400570837828,0.0209741687583341,"log(italic(K))","G"
"489",-1.57680819322152,-0.128590110358491,"log(italic(K))","G"
"490",-1.65060087692265,0.264306515802759,"log(italic(K))","G"
"491",-3.0626749231888,0.640179533522195,"log(italic(K))","G"
