"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",13,5900,1.001,NA,79.723807189524,61.4054530883676,27.0116561625662,1.13825602286496,28.1859790007775,8.04146547699886,18.3183541011564
