"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",9,8300,1.001,NA,60.6616011153034,46.4320427967757,19.3004346650309,0.72814370284855,19.7000267184988,4.77124785706558,14.2295583185276
