"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",6,5900,1.002,NA,86.6006404230741,65.0068625391997,30.9222644095283,1.21629135187952,32.4824527289719,8.76237912669534,21.5937778838744
