"","Model","n.eff","Rhat","P.value","DIC","pDIC","WAIC","pWAIC","LOOIC","pLOOIC","deviance"
"1",11,4100,1.001,NA,96.2955574290871,70.9064452687488,36.7087973594772,1.37276098716565,38.9707278255499,10.5908128189046,25.3891121603383
